ORDERDATE,SALES,QUANTITYORDERED,COUNTRY,PRODUCTLINE,PRICEEACH,ADDRESSLINE1,CITY,STATE,CUSTOMERNAME,POSTALCODE,PHONE,TOTAL_REVENUE
8/27/2004 0:00,2733.12,39,USA,Motorcycles,70.08,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,2733.12
10/15/2004 0:00,2971.34,47,USA,Motorcycles,63.22,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,2971.34
11/2/2004 0:00,2257.58,26,USA,Motorcycles,86.83,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,2257.58
11/15/2004 0:00,3493.91,37,USA,Motorcycles,94.43,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,3493.9100000000003
8/8/2003 0:00,3366,33,USA,Ships,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3300
11/14/2003 0:00,3170.7,30,USA,Ships,100,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,3000
3/20/2004 0:00,5652.94,46,UK,Ships,100,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,4600
5/7/2004 0:00,6960.48,48,USA,Ships,100,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,4800
6/17/2004 0:00,4512.6,36,Canada,Ships,100,43 rue St. Laurent,Montreal,Quebec,Quebec Home Shopping Network,H1J 1C3,(514) 555-8054,3600
8/20/2004 0:00,5316.36,42,Canada,Ships,100,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,4200
11/21/2004 0:00,2087.13,29,USA,Ships,71.97,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,2087.13
1/26/2005 0:00,3910.53,37,Japan,Ships,100,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,3700
3/23/2005 0:00,5720.75,49,USA,Ships,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4900
5/6/2005 0:00,3335.23,23,USA,Ships,100,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,2300
5/21/2003 0:00,995.5,22,USA,Vintage Cars,45.25,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,995.5
9/12/2003 0:00,2414.72,49,USA,Vintage Cars,49.28,2793 Furth Circle,Brisbane,CA,Signal Collectibles Ltd.,94217,4155554312,2414.7200000000003
11/12/2003 0:00,1138.94,31,USA,Vintage Cars,36.74,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1138.94
11/21/2003 0:00,1012.4,20,Australia,Vintage Cars,50.62,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,1012.4
10/21/2004 0:00,865.49,23,USA,Vintage Cars,37.63,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,865.49
11/4/2004 0:00,3500.1,30,USA,Vintage Cars,100,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,3000
1/12/2005 0:00,856.52,28,USA,Vintage Cars,30.59,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,856.52
3/9/2005 0:00,4042.08,24,Australia,Vintage Cars,100,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,2400
5/29/2005 0:00,1828,40,USA,Vintage Cars,45.7,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1828
7/24/2003 0:00,5105.14,47,USA,Trucks and Buses,100,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,4700
12/9/2003 0:00,6819.04,46,USA,Trucks and Buses,100,6251 Ingle Ln.,Boston,MA,Diecast Collectables,51003,6175552555,4600
3/11/2004 0:00,5704.32,48,USA,Trucks and Buses,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4800
7/20/2004 0:00,5605.05,43,USA,Trucks and Buses,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4300
8/19/2004 0:00,2779.5,25,USA,Trucks and Buses,100,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,2500
10/13/2004 0:00,3189.6,24,USA,Trucks and Buses,100,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,2400
10/22/2004 0:00,5581.8,42,Canada,Trucks and Buses,100,1900 Oak St.,Vancouver,BC,Canadian Gift Exchange Network,V3F 2K1,(604) 555-3392,4200
11/5/2004 0:00,3820.44,31,USA,Trucks and Buses,100,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,3100
1/23/2005 0:00,3449.4,20,USA,Trucks and Buses,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2000
2/17/2005 0:00,2654.4,20,USA,Trucks and Buses,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2000
7/2/2003 0:00,1787.56,29,USA,Motorcycles,61.64,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1787.56
8/25/2003 0:00,1645.65,27,USA,Motorcycles,60.95,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,1645.65
11/4/2003 0:00,2816.18,38,Australia,Motorcycles,74.11,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,2816.18
4/5/2004 0:00,2070.9,26,USA,Motorcycles,79.65,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,2070.9
6/30/2004 0:00,2408.7,37,USA,Motorcycles,65.1,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,2408.7
8/2/2004 0:00,3472.54,46,USA,Motorcycles,75.49,7635 Spinnaker Dr.,Brickhaven,MA,Online Mini Collectables,58339,6175557555,3472.54
8/27/2004 0:00,2263.28,38,USA,Motorcycles,59.56,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,2263.28
11/3/2004 0:00,2533.63,31,USA,Motorcycles,81.73,5290 North Pendale Street,NYC,NY,Microscale Inc.,10022,2125551957,2533.63
3/4/2005 0:00,2279.55,35,USA,Motorcycles,65.13,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2279.5499999999997
5/21/2003 0:00,2326.4,32,USA,Classic Cars,72.7,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,2326.4
9/11/2003 0:00,1545.6,21,Australia,Classic Cars,73.6,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,1545.6
11/5/2003 0:00,1639.22,22,USA,Classic Cars,74.51,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,1639.22
11/12/2003 0:00,2649.6,36,USA,Classic Cars,73.6,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2649.6
11/20/2003 0:00,3845.6,46,USA,Classic Cars,83.6,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,3845.6
12/2/2003 0:00,4527.04,47,USA,Classic Cars,96.32,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,4527.04
7/7/2004 0:00,3315.12,38,USA,Classic Cars,87.24,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,3315.12
11/4/2004 0:00,2181,30,USA,Classic Cars,72.7,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,2181
11/29/2004 0:00,2876.75,25,USA,Classic Cars,100,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,2500
1/19/2005 0:00,4107.2,40,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4000
4/22/2005 0:00,7182,76,USA,Classic Cars,94.5,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,7182
5/29/2005 0:00,3933.93,39,Australia,Classic Cars,100,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,3900
6/3/2003 0:00,1489.41,39,USA,Classic Cars,38.19,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,1489.4099999999999
11/25/2003 0:00,905.28,32,USA,Classic Cars,28.29,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,905.28
12/9/2003 0:00,1247.4,42,USA,Classic Cars,29.7,6251 Ingle Ln.,Boston,MA,Diecast Collectables,51003,6175552555,1247.3999999999999
2/10/2004 0:00,846.51,21,USA,Classic Cars,40.31,2793 Furth Circle,Brisbane,CA,Signal Collectibles Ltd.,94217,4155554312,846.51
3/11/2004 0:00,1085.04,33,USA,Classic Cars,32.88,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1085.0400000000002
7/20/2004 0:00,1585.36,38,USA,Classic Cars,41.72,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1585.36
8/19/2004 0:00,813.2,20,USA,Classic Cars,40.66,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,813.1999999999999
9/8/2004 0:00,1172.34,39,USA,Classic Cars,30.06,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,1172.34
10/13/2004 0:00,1510.56,48,USA,Classic Cars,31.47,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,1510.56
11/5/2004 0:00,3338.1,30,USA,Classic Cars,100,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,3000
11/19/2004 0:00,1225.29,33,USA,Classic Cars,37.13,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1225.2900000000002
12/1/2004 0:00,1336.68,36,USA,Classic Cars,37.13,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,1336.68
1/23/2005 0:00,5545.8,45,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4500
6/16/2003 0:00,2349.9,35,USA,Planes,67.14,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,2349.9
8/10/2003 0:00,1646.19,27,USA,Planes,60.97,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,1646.19
2/19/2004 0:00,2608.96,32,USA,Planes,81.53,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,2608.96
5/8/2004 0:00,1356.4,20,USA,Planes,67.82,4658 Baden Av.,Cambridge,MA,Cambridge Collectables Co.,51247,6175555555,1356.3999999999999
7/21/2004 0:00,2603.2,40,USA,Planes,65.08,7825 Douglas Av.,Brickhaven,MA,Collectables For Less Inc.,58339,6175558555,2603.2
10/14/2004 0:00,1884,25,USA,Planes,75.36,782 First Street,Philadelphia,PA,"Classic Gift Ideas, Inc",71270,2155554695,1884
11/1/2004 0:00,2166.14,34,UK,Planes,63.71,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,2166.14
11/23/2004 0:00,6214.45,55,Japan,Planes,100,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,5500
4/1/2005 0:00,1479.84,24,USA,Planes,61.66,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,1479.84
5/9/2005 0:00,1424.22,21,Australia,Planes,67.82,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,1424.2199999999998
5/21/2003 0:00,2348.75,25,USA,Classic Cars,93.95,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,2348.75
9/11/2003 0:00,4392.12,34,Australia,Classic Cars,100,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,3400
11/12/2003 0:00,2395.8,20,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2000
11/20/2003 0:00,3052.33,23,USA,Classic Cars,100,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,2300
12/2/2003 0:00,4242,42,USA,Classic Cars,100,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,4200
7/7/2004 0:00,4645.72,43,USA,Classic Cars,100,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,4300
11/29/2004 0:00,2093.76,24,USA,Classic Cars,87.24,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,2093.7599999999998
1/19/2005 0:00,4223.13,31,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3100
4/22/2005 0:00,5820.35,59,USA,Classic Cars,98.65,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,5820.35
5/29/2005 0:00,5296.5,55,Australia,Classic Cars,96.3,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,5296.5
3/10/2003 0:00,930.9,29,USA,Classic Cars,32.1,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,930.9000000000001
7/2/2003 0:00,717.4,20,USA,Classic Cars,35.87,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,717.4
9/5/2003 0:00,1066.75,25,USA,Classic Cars,42.67,7825 Douglas Av.,Brickhaven,MA,Collectables For Less Inc.,58339,6175558555,1066.75
11/5/2003 0:00,1277.64,36,Canada,Classic Cars,35.49,43 rue St. Laurent,Montreal,Quebec,Quebec Home Shopping Network,H1J 1C3,(514) 555-8054,1277.64
11/20/2003 0:00,917.7,30,USA,Classic Cars,30.59,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,917.7
8/6/2004 0:00,1205.59,31,USA,Classic Cars,38.89,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,1205.59
11/4/2004 0:00,1229.51,37,USA,Classic Cars,33.23,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,1229.51
11/17/2004 0:00,1140.48,27,USA,Classic Cars,42.24,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,1140.48
11/24/2004 0:00,1575.6,39,Australia,Classic Cars,40.4,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,1575.6
1/12/2005 0:00,5018.4,36,USA,Classic Cars,100,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,3600
3/4/2005 0:00,4894.73,37,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3700
8/8/2003 0:00,4814.25,49,USA,Vintage Cars,98.25,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4814.25
10/2/2003 0:00,2826.27,31,USA,Vintage Cars,91.17,4097 Douglas Av.,Glendale,CA,Boards & Toys Co.,92561,3105552373,2826.27
11/14/2003 0:00,2453.55,33,USA,Vintage Cars,74.35,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,2453.5499999999997
2/19/2004 0:00,3328.07,47,USA,Vintage Cars,70.81,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,3328.07
3/29/2004 0:00,3788.4,40,USA,Vintage Cars,94.71,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,3788.3999999999996
5/7/2004 0:00,3053.7,30,USA,Vintage Cars,100,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,3000
6/17/2004 0:00,2005.74,22,Canada,Vintage Cars,91.17,43 rue St. Laurent,Montreal,Quebec,Quebec Home Shopping Network,H1J 1C3,(514) 555-8054,2005.74
8/20/2004 0:00,3159.96,34,Canada,Vintage Cars,92.94,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,3159.96
9/10/2004 0:00,3908.62,46,USA,Vintage Cars,84.97,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,3908.62
11/23/2004 0:00,10758,55,Japan,Vintage Cars,100,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,5500
3/23/2005 0:00,2246.4,27,USA,Vintage Cars,83.2,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2246.4
5/6/2005 0:00,6107.4,60,USA,Vintage Cars,100,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,6000
5/21/2003 0:00,4068.96,49,USA,Classic Cars,83.04,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,4068.9600000000005
9/11/2003 0:00,2282.22,31,Australia,Classic Cars,73.62,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,2282.2200000000003
11/5/2003 0:00,1951.92,24,USA,Classic Cars,81.33,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,1951.92
11/12/2003 0:00,3107.61,33,USA,Classic Cars,94.17,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3107.61
11/20/2003 0:00,2328.64,32,USA,Classic Cars,72.77,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,2328.64
12/2/2003 0:00,3184.8,40,USA,Classic Cars,79.62,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,3184.8
7/7/2004 0:00,4256.56,44,USA,Classic Cars,96.74,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,4256.5599999999995
11/4/2004 0:00,3305.25,39,USA,Classic Cars,84.75,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,3305.25
11/29/2004 0:00,3325.92,24,USA,Classic Cars,100,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,2400
1/19/2005 0:00,3662.52,46,USA,Classic Cars,79.62,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3662.5200000000004
4/22/2005 0:00,1057.29,13,USA,Classic Cars,81.33,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,1057.29
5/29/2005 0:00,3385.9,35,Australia,Classic Cars,96.74,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,3385.8999999999996
7/2/2003 0:00,1785.51,27,USA,Classic Cars,66.13,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1785.5099999999998
9/5/2003 0:00,2057.4,30,USA,Classic Cars,68.58,7825 Douglas Av.,Brickhaven,MA,Collectables For Less Inc.,58339,6175558555,2057.4
11/4/2003 0:00,1707.14,34,Australia,Classic Cars,50.21,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,1707.14
8/2/2004 0:00,1224.6,20,USA,Classic Cars,61.23,7635 Spinnaker Dr.,Brickhaven,MA,Online Mini Collectables,58339,6175557555,1224.6
11/17/2004 0:00,3078.5,25,USA,Classic Cars,100,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,2500
11/24/2004 0:00,2997.6,48,Australia,Classic Cars,62.45,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2997.6000000000004
3/4/2005 0:00,2430.64,46,USA,Classic Cars,52.84,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2430.6400000000003
6/16/2003 0:00,1716.22,29,USA,Vintage Cars,59.18,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,1716.22
8/10/2003 0:00,2560.47,33,USA,Vintage Cars,77.59,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,2560.4700000000003
2/19/2004 0:00,3025.05,43,USA,Vintage Cars,70.35,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,3025.0499999999997
5/8/2004 0:00,1742.5,25,USA,Vintage Cars,69.7,4658 Baden Av.,Cambridge,MA,Cambridge Collectables Co.,51247,6175555555,1742.5
7/21/2004 0:00,1735.92,24,USA,Vintage Cars,72.33,7825 Douglas Av.,Brickhaven,MA,Collectables For Less Inc.,58339,6175558555,1735.92
10/14/2004 0:00,1576.74,22,USA,Vintage Cars,71.67,782 First Street,Philadelphia,PA,"Classic Gift Ideas, Inc",71270,2155554695,1576.74
11/1/2004 0:00,3615.71,47,UK,Vintage Cars,76.93,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,3615.7100000000005
11/23/2004 0:00,2891.01,29,Japan,Vintage Cars,99.69,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,2891.0099999999998
12/17/2004 0:00,3871.92,34,Australia,Vintage Cars,100,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,3400
4/1/2005 0:00,2173.6,38,USA,Vintage Cars,57.2,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,2173.6
5/9/2005 0:00,1254.6,18,Australia,Vintage Cars,69.7,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,1254.6000000000001
5/21/2003 0:00,5203,43,USA,Classic Cars,100,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,4300
9/11/2003 0:00,3469.5,27,Australia,Classic Cars,100,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,2700
11/5/2003 0:00,2167.22,22,USA,Classic Cars,98.51,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,2167.2200000000003
11/12/2003 0:00,6244.07,49,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4900
11/20/2003 0:00,5566,46,USA,Classic Cars,100,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,4600
12/2/2003 0:00,4368.96,48,USA,Classic Cars,91.02,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,4368.96
2/26/2004 0:00,4420.32,48,USA,Classic Cars,92.09,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,4420.32
7/7/2004 0:00,5110.98,43,USA,Classic Cars,100,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,4300
11/4/2004 0:00,1888.95,21,USA,Classic Cars,89.95,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,1888.95
11/29/2004 0:00,2492.88,26,USA,Classic Cars,95.88,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,2492.88
1/19/2005 0:00,1991.6,20,USA,Classic Cars,99.58,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1991.6
4/22/2005 0:00,3729.39,43,USA,Classic Cars,86.73,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,3729.3900000000003
5/29/2005 0:00,2617.16,26,Australia,Classic Cars,100,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,2600
8/10/2003 0:00,1851.73,23,USA,Vintage Cars,80.51,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,1851.73
2/19/2004 0:00,3703.46,46,USA,Vintage Cars,80.51,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,3703.46
5/7/2004 0:00,1755.13,23,USA,Vintage Cars,76.31,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,1755.13
8/20/2004 0:00,2407.68,33,Canada,Vintage Cars,72.96,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,2407.68
10/14/2004 0:00,2011.02,22,USA,Vintage Cars,91.41,782 First Street,Philadelphia,PA,"Classic Gift Ideas, Inc",71270,2155554695,2011.02
11/1/2004 0:00,2306.25,25,UK,Vintage Cars,92.25,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,2306.25
11/23/2004 0:00,2493.12,42,Japan,Vintage Cars,59.36,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,2493.12
2/28/2005 0:00,3164.98,37,USA,Vintage Cars,85.54,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3164.98
3/23/2005 0:00,3351.09,37,USA,Vintage Cars,90.57,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3351.0899999999997
4/1/2005 0:00,3064.32,42,USA,Vintage Cars,72.96,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,3064.3199999999997
5/6/2005 0:00,3891.81,51,USA,Vintage Cars,76.31,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,3891.81
7/2/2003 0:00,6336.07,47,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4700
9/5/2003 0:00,2906.97,23,USA,Classic Cars,100,7825 Douglas Av.,Brickhaven,MA,Collectables For Less Inc.,58339,6175558555,2300
11/20/2003 0:00,6319.35,45,USA,Classic Cars,100,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,4500
8/6/2004 0:00,3159.75,25,USA,Classic Cars,100,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,2500
11/4/2004 0:00,4052.88,26,USA,Classic Cars,100,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,2600
11/17/2004 0:00,3135.93,21,USA,Classic Cars,100,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,2100
11/24/2004 0:00,5013.54,42,Australia,Classic Cars,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,4200
3/4/2005 0:00,6763.05,45,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4500
6/16/2003 0:00,4094.5,50,USA,Planes,81.89,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,4094.5
8/10/2003 0:00,1853.32,28,USA,Planes,66.19,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,1853.32
10/28/2003 0:00,1971.54,27,USA,Planes,73.02,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,1971.54
